dt,tclass,month_1,month_2,month_3,month_4,month_5,month_6
1000270139,A3,65,65,65,65,65,65
1000257210,R2SP,202,202,202,202,202,202
1000257210,R2TP,202,202,202,202,202,202
1000257210,C1SP,202,202,202,202,202,202
1000257210,C1TP,202,202,202,202,202,202
1000257210,D1,202,202,202,202,202,202
1000257210,D2,202,202,202,202,202,202
1000257210,D3,202,202,202,202,202,202
1000257210,A1,202,202,202,202,202,202
1000257210,A2,202,202,202,202,202,202
1000257210,A3,202,202,202,202,202,202
1000245666,R2SP,62,62,62,62,62,62
1000245666,R2TP,62,62,62,62,62,62
1000245666,C1SP,62,62,62,62,62,62
1000245666,C1TP,62,62,62,62,62,62
1000245666,D1,62,62,62,62,62,62
1000245666,D2,62,62,62,62,62,62
1000245666,D3,62,62,62,62,62,62
1000245666,A1,62,62,62,62,62,62
1000245666,A2,62,62,62,62,62,62
1000245666,A3,62,62,62,62,62,62
1000227401,R2SP,308,308,308,308,308,308
1000227401,R2TP,308,308,308,308,308,308
1000227401,C1SP,308,308,308,308,308,308
1000227401,C1TP,308,308,308,308,308,308
1000227401,D1,308,308,308,308,308,308
1000227401,D2,308,308,308,308,308,308
1000227401,D3,308,308,308,308,308,308
1000227401,A1,308,308,308,308,308,308
1000227401,A2,308,308,308,308,308,308
1000227401,A3,308,308,308,308,308,308
1000205047,R2SP,466,466,466,466,466,466
1000205047,R2TP,466,466,466,466,466,466
1000205047,C1SP,466,466,466,466,466,466
1000205047,C1TP,466,466,466,466,466,466
1000205047,D1,466,466,466,466,466,466
1000205047,D2,466,466,466,466,466,466
1000205047,D3,466,466,466,466,466,466
1000205047,A1,466,466,466,466,466,466
1000205047,A2,466,466,466,466,466,466
1000205047,A3,466,466,466,466,466,466
1000534970,R2SP,413,413,413,413,413,413
1000534970,R2TP,413,413,413,413,413,413
1000534970,C1SP,413,413,413,413,413,413
1000534970,C1TP,413,413,413,413,413,413
1000534970,D1,413,413,413,413,413,413
1000534970,D2,413,413,413,413,413,413
1000534970,D3,413,413,413,413,413,413
1000534970,A1,413,413,413,413,413,413
1000534970,A2,413,413,413,413,413,413
1000534970,A3,413,413,413,413,413,413
1000280560,R2SP,384,384,384,384,384,384
1000280560,R2TP,384,384,384,384,384,384
1000280560,C1SP,384,384,384,384,384,384
1000280560,C1TP,384,384,384,384,384,384
1000280560,D1,384,384,384,384,384,384
1000280560,D2,384,384,384,384,384,384
1000280560,D3,384,384,384,384,384,384
1000280560,A1,384,384,384,384,384,384
1000280560,A2,384,384,384,384,384,384
1000280560,A3,384,384,384,384,384,384
1000280125,R2SP,243,243,243,243,243,243
1000280125,R2TP,243,243,243,243,243,243
1000280125,C1SP,243,243,243,243,243,243
1000280125,C1TP,243,243,243,243,243,243
1000280125,D1,243,243,243,243,243,243
1000280125,D2,243,243,243,243,243,243
1000280125,D3,243,243,243,243,243,243
1000280125,A1,243,243,243,243,243,243
1000280125,A2,243,243,243,243,243,243
1000280125,A3,243,243,243,243,243,243
1000270083,R2SP,489,489,489,489,489,489
1000270083,R2TP,489,489,489,489,489,489
1000270083,C1SP,489,489,489,489,489,489
1000270083,C1TP,489,489,489,489,489,489
1000270083,D1,489,489,489,489,489,489
1000270083,D2,489,489,489,489,489,489
1000270083,D3,489,489,489,489,489,489
1000270083,A1,489,489,489,489,489,489
1000270083,A2,489,489,489,489,489,489
1000270083,A3,489,489,489,489,489,489
1000227652,R2SP,75,75,75,75,75,75
1000227652,R2TP,75,75,75,75,75,75
1000227652,C1SP,75,75,75,75,75,75
1000227652,C1TP,75,75,75,75,75,75
1000227652,D1,75,75,75,75,75,75
1000227652,D2,75,75,75,75,75,75
1000227652,D3,75,75,75,75,75,75
1000227652,A1,75,75,75,75,75,75
1000227652,A2,75,75,75,75,75,75
1000227652,A3,75,75,75,75,75,75
1000281955,R2SP,436,436,436,436,436,436
1000281955,R2TP,436,436,436,436,436,436
1000281955,C1SP,436,436,436,436,436,436
1000281955,C1TP,436,436,436,436,436,436
1000281955,D1,436,436,436,436,436,436
1000281955,D2,436,436,436,436,436,436
1000281955,D3,436,436,436,436,436,436
1000281955,A1,436,436,436,436,436,436
1000281955,A2,436,436,436,436,436,436
1000281955,A3,436,436,436,436,436,436
1000280556,R2SP,444,444,444,444,444,444
1000280556,R2TP,444,444,444,444,444,444
1000280556,C1SP,444,444,444,444,444,444
1000280556,C1TP,444,444,444,444,444,444
1000280556,D1,444,444,444,444,444,444
1000280556,D2,444,444,444,444,444,444
1000280556,D3,444,444,444,444,444,444
1000280556,A1,444,444,444,444,444,444
1000280556,A2,444,444,444,444,444,444
1000280556,A3,444,444,444,444,444,444
1000270081,R2SP,379,379,379,379,379,379
1000270081,R2TP,379,379,379,379,379,379
1000270081,C1SP,379,379,379,379,379,379
1000270081,C1TP,379,379,379,379,379,379
1000270081,D1,379,379,379,379,379,379
1000270081,D2,379,379,379,379,379,379
1000270081,D3,379,379,379,379,379,379
1000270081,A1,379,379,379,379,379,379
1000270081,A2,379,379,379,379,379,379
1000270081,A3,379,379,379,379,379,379
1000257826,R2SP,116,116,116,116,116,116
1000257826,R2TP,116,116,116,116,116,116
1000257826,C1SP,116,116,116,116,116,116
1000257826,C1TP,116,116,116,116,116,116
1000257826,D1,116,116,116,116,116,116
1000257826,D2,116,116,116,116,116,116
1000257826,D3,116,116,116,116,116,116
1000257826,A1,116,116,116,116,116,116
1000257826,A2,116,116,116,116,116,116
1000257826,A3,116,116,116,116,116,116
1000245660,R2SP,478,478,478,478,478,478
1000245660,R2TP,478,478,478,478,478,478
1000245660,C1SP,478,478,478,478,478,478
1000245660,C1TP,478,478,478,478,478,478
1000245660,D1,478,478,478,478,478,478
1000245660,D2,478,478,478,478,478,478
1000245660,D3,478,478,478,478,478,478
1000245660,A1,478,478,478,478,478,478
1000245660,A2,478,478,478,478,478,478
1000245660,A3,478,478,478,478,478,478
1000233569,R2SP,259,259,259,259,259,259
1000233569,R2TP,259,259,259,259,259,259
1000233569,C1SP,259,259,259,259,259,259
1000233569,C1TP,259,259,259,259,259,259
1000233569,D1,259,259,259,259,259,259
1000233569,D2,259,259,259,259,259,259
1000233569,D3,259,259,259,259,259,259
1000233569,A1,259,259,259,259,259,259
1000233569,A2,259,259,259,259,259,259
1000233569,A3,259,259,259,259,259,259
1000533949,R2SP,297,297,297,297,297,297
1000533949,R2TP,297,297,297,297,297,297
1000533949,C1SP,297,297,297,297,297,297
1000533949,C1TP,297,297,297,297,297,297
1000533949,D1,297,297,297,297,297,297
1000533949,D2,297,297,297,297,297,297
1000533949,D3,297,297,297,297,297,297
1000533949,A1,297,297,297,297,297,297
1000533949,A2,297,297,297,297,297,297
1000533949,A3,297,297,297,297,297,297
1000280623,R2SP,258,258,258,258,258,258
1000280623,R2TP,258,258,258,258,258,258
1000280623,C1SP,258,258,258,258,258,258
1000280623,C1TP,258,258,258,258,258,258
1000280623,D1,258,258,258,258,258,258
1000280623,D2,258,258,258,258,258,258
1000280623,D3,258,258,258,258,258,258
1000280623,A1,258,258,258,258,258,258
1000280623,A2,258,258,258,258,258,258
1000280623,A3,258,258,258,258,258,258
1000270079,R2SP,492,492,492,492,492,492
1000270079,R2TP,492,492,492,492,492,492
1000270079,C1SP,492,492,492,492,492,492
1000270079,C1TP,492,492,492,492,492,492
1000270079,D1,492,492,492,492,492,492
1000270079,D2,492,492,492,492,492,492
1000270079,D3,492,492,492,492,492,492
1000270079,A1,492,492,492,492,492,492
1000270079,A2,492,492,492,492,492,492
1000270079,A3,492,492,492,492,492,492
1000245657,R2SP,116,116,116,116,116,116
1000245657,R2TP,116,116,116,116,116,116
1000245657,C1SP,116,116,116,116,116,116
1000245657,C1TP,116,116,116,116,116,116
1000245657,D1,116,116,116,116,116,116
1000245657,D2,116,116,116,116,116,116
1000245657,D3,116,116,116,116,116,116
1000245657,A1,116,116,116,116,116,116
1000245657,A2,116,116,116,116,116,116
1000245657,A3,116,116,116,116,116,116
1000281592,R2SP,195,195,195,195,195,195
1000281592,R2TP,195,195,195,195,195,195
1000281592,C1SP,195,195,195,195,195,195
1000281592,C1TP,195,195,195,195,195,195
1000281592,D1,195,195,195,195,195,195
1000281592,D2,195,195,195,195,195,195
1000281592,D3,195,195,195,195,195,195
1000281592,A1,195,195,195,195,195,195
1000281592,A2,195,195,195,195,195,195
1000281592,A3,195,195,195,195,195,195
1000281110,R2SP,114,114,114,114,114,114
1000281110,R2TP,114,114,114,114,114,114
1000281110,C1SP,114,114,114,114,114,114
1000281110,C1TP,114,114,114,114,114,114
1000281110,D1,114,114,114,114,114,114
1000281110,D2,114,114,114,114,114,114
1000281110,D3,114,114,114,114,114,114
1000281110,A1,114,114,114,114,114,114
1000281110,A2,114,114,114,114,114,114
1000281110,A3,114,114,114,114,114,114
1000227408,R2SP,145,145,145,145,145,145
1000227408,R2TP,145,145,145,145,145,145
1000227408,C1SP,145,145,145,145,145,145
1000227408,C1TP,145,145,145,145,145,145
1000227408,D1,145,145,145,145,145,145
1000227408,D2,145,145,145,145,145,145
1000227408,D3,145,145,145,145,145,145
1000227408,A1,145,145,145,145,145,145
1000227408,A2,145,145,145,145,145,145
1000227408,A3,145,145,145,145,145,145
1000534944,R2SP,66,66,66,66,66,66
1000534944,R2TP,66,66,66,66,66,66
1000534944,C1SP,66,66,66,66,66,66
1000534944,C1TP,66,66,66,66,66,66
1000534944,D1,66,66,66,66,66,66
1000534944,D2,66,66,66,66,66,66
1000534944,D3,66,66,66,66,66,66
1000534944,A1,66,66,66,66,66,66
1000534944,A2,66,66,66,66,66,66
1000534944,A3,66,66,66,66,66,66
1000281949,R2SP,294,294,294,294,294,294
1000281949,R2TP,294,294,294,294,294,294
1000281949,C1SP,294,294,294,294,294,294
1000281949,C1TP,294,294,294,294,294,294
1000281949,D1,294,294,294,294,294,294
1000281949,D2,294,294,294,294,294,294
1000281949,D3,294,294,294,294,294,294
1000281949,A1,294,294,294,294,294,294
1000281949,A2,294,294,294,294,294,294
1000281949,A3,294,294,294,294,294,294
1000281108,R2SP,444,444,444,444,444,444
1000281108,R2TP,444,444,444,444,444,444
1000281108,C1SP,444,444,444,444,444,444
1000281108,C1TP,444,444,444,444,444,444
1000281108,D1,444,444,444,444,444,444
1000281108,D2,444,444,444,444,444,444
1000281108,D3,444,444,444,444,444,444
1000281108,A1,444,444,444,444,444,444
1000281108,A2,444,444,444,444,444,444
1000281108,A3,444,444,444,444,444,444
1000534942,R2SP,152,152,152,152,152,152
1000534942,R2TP,152,152,152,152,152,152
1000534942,C1SP,152,152,152,152,152,152
1000534942,C1TP,152,152,152,152,152,152
1000534942,D1,152,152,152,152,152,152
1000534942,D2,152,152,152,152,152,152
1000534942,D3,152,152,152,152,152,152
1000534942,A1,152,152,152,152,152,152
1000534942,A2,152,152,152,152,152,152
1000534942,A3,152,152,152,152,152,152
1000281104,R2SP,332,332,332,332,332,332
1000281104,R2TP,332,332,332,332,332,332
1000281104,C1SP,332,332,332,332,332,332
1000281104,C1TP,332,332,332,332,332,332
1000281104,D1,332,332,332,332,332,332
1000281104,D2,332,332,332,332,332,332
1000281104,D3,332,332,332,332,332,332
1000281104,A1,332,332,332,332,332,332
1000281104,A2,332,332,332,332,332,332
1000281104,A3,332,332,332,332,332,332
1000270130,R2SP,498,498,498,498,498,498
1000270130,R2TP,498,498,498,498,498,498
1000270130,C1SP,498,498,498,498,498,498
1000270130,C1TP,498,498,498,498,498,498
1000270130,D1,498,498,498,498,498,498
1000270130,D2,498,498,498,498,498,498
1000270130,D3,498,498,498,498,498,498
1000270130,A1,498,498,498,498,498,498
1000270130,A2,498,498,498,498,498,498
1000270130,A3,498,498,498,498,498,498
1000245668,R2SP,143,143,143,143,143,143
1000245668,R2TP,143,143,143,143,143,143
1000245668,C1SP,143,143,143,143,143,143
1000245668,C1TP,143,143,143,143,143,143
1000245668,D1,143,143,143,143,143,143
1000245668,D2,143,143,143,143,143,143
1000245668,D3,143,143,143,143,143,143
1000245668,A1,143,143,143,143,143,143
1000245668,A2,143,143,143,143,143,143
1000245668,A3,143,143,143,143,143,143
1000281093,R2SP,151,151,151,151,151,151
1000281093,R2TP,151,151,151,151,151,151
1000281093,C1SP,151,151,151,151,151,151
1000281093,C1TP,151,151,151,151,151,151
1000281093,D1,151,151,151,151,151,151
1000281093,D2,151,151,151,151,151,151
1000281093,D3,151,151,151,151,151,151
1000281093,A1,151,151,151,151,151,151
1000281093,A2,151,151,151,151,151,151
1000281093,A3,151,151,151,151,151,151
1000270036,R2SP,87,87,87,87,87,87
1000270036,R2TP,87,87,87,87,87,87
1000270036,C1SP,87,87,87,87,87,87
1000270036,C1TP,87,87,87,87,87,87
1000270036,D1,87,87,87,87,87,87
1000270036,D2,87,87,87,87,87,87
1000270036,D3,87,87,87,87,87,87
1000270036,A1,87,87,87,87,87,87
1000270036,A2,87,87,87,87,87,87
1000270036,A3,87,87,87,87,87,87
1000245128,R2SP,104,104,104,104,104,104
1000245128,R2TP,104,104,104,104,104,104
1000245128,C1SP,104,104,104,104,104,104
1000245128,C1TP,104,104,104,104,104,104
1000245128,D1,104,104,104,104,104,104
1000245128,D2,104,104,104,104,104,104
1000245128,D3,104,104,104,104,104,104
